Year;Discount Prices;Net Expected Damages;Expected Damages;Risk Premium;Expected SDF;Cross SDF & Damages;Discounted Expected Damages;Cov Term;Scaled Net Expected Damages;Scaled Risk Premiums
2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;0.89816877266648676;0.0023163176261004575;-0.18756958128169909;3.9824836957094379e-05;0.89816877266648676;-0.16846218993218409;-0.9652665339559594;6.950677166411845e-06;0.083720092578725591;0.0014394135758460935
2025;0.80673333551303328;0.004480962186543657;-0.2015811744314866;7.7186442238885014e-05;0.80673333551303328;-0.16260878178223115;-0.93176600858503711;1.3471443516627213e-05;0.16195817226101517;0.0027897970542756874
2030;0.73371678083165293;0.005506988430879654;0.0013099623790591153;0.00011876837313299945;0.73371678083165293;0.00098187016819590699;0.005506988430879654;2.072878842207949e-05;0.19904246985306157;0.0042927183569634085
2035;0.66001788512807869;0.010871480008662709;0.0028747896889613767;0.00042983281294918632;0.66001788512807869;0.0019724318536265104;0.010871480008662709;7.5019242930215394e-05;0.39293458830396749;0.015535711721048416
2040;0.59374601322919074;0.015877299662433342;0.0046671208451531943;0.00072438572109347619;0.59374601322919074;0.0028975123148288766;0.015877299662433342;0.00012642791976031622;0.57386300680917035;0.026181918640730731
2045;0.5341288162803397;0.020542052030681747;0.0067122933317786959;0.0010030251132237;0.5341288162803397;0.0037602884831408811;0.020542052030681747;0.00017505919131150871;0.74246402064510642;0.036252953563732454
2050;0.48049802969029881;0.024882777327595199;0.0090381668225725242;0.0012663330506628258;0.48049802969029881;0.0045638359957118034;0.024882777327595199;0.0002210146454534774;0.89935352475349062;0.045769854290438262
2055;0.43225249990697356;0.028915762538112618;0.011675359098456406;0.0015148758782866864;0.43225249990697356;0.0053110962846647089;0.028915762538112618;0.00026439312704529868;1.0451201896480511;0.054753090572017805
2060;0.3921016638770719;0.032576315482155893;0.014500279985879549;0.0018748058598942595;0.3921016638770719;0.0060127960530624285;0.032576315482155893;0.0003272121439156523;1.1774258060762095;0.06776226126713307
2065;0.35322917364149314;0.035550818782012029;0.017565727991872282;0.0023147719033166339;0.35322917364149314;0.0066087275348487313;0.035550818782012029;0.00040399995186844034;1.2849351082693279;0.083664224569474796
2070;0.31822927797211087;0.038292122691084292;0.021001118207847336;0.0027330522532570361;0.31822927797211087;0.0071601736132880173;0.038292122691084292;0.00047700292939780852;1.3840157414553393;0.098782388514816841
2075;0.28669831384348776;0.040810851408528463;0.024844120534828207;0.0031301460463124941;0.28669831384348776;0.0076690756576799166;0.040810851408528463;0.00054630819142030031;1.4750517025985954;0.11313479370417252
2080;0.25829237320472165;0.043118874811057598;0.029135934215618331;0.0035066392646099995;0.25829237320472165;0.0081376076041969978;0.043118874811057598;0.00061201801010828897;1.5584720119535371;0.12674261964995778
2085;0.23270165201140658;0.045227513992531956;0.03392160254733767;0.0038631161563239306;0.23270165201140658;0.0085678473066451051;0.045227513992531956;0.00067423435500529177;1.6346858547784353;0.13962698319327277
2090;0.2096470673682117;0.047147564892361049;0.039250354753966876;0.0042001581818992386;0.2096470673682117;0.008961780476440126;0.047147564892361049;0.00073305870910902321;1.7040834353512586;0.15180890041659842
2095;0.18887721031321436;0.048889320948225977;0.045175977309247495;0.0045183430517500957;0.18887721031321436;0.0093213044682635103;0.048889320948225977;0.00078859190091977102;1.767036795720949;0.16330925186274686
